citation_key,arxiv_id,title,year,categories,published,decision,reason,pass2_evidence,dossiers,formal_supersession,review_status,url
Alsaid2026EmpiricalSoftwareEngineering,2606.26590,Empirical Software Engineering TerraProbe: A Layered-Oracle Framework for Detecting Deceptive Fixes in LLM-Assisted Terraform,2026,cs.LG;cs.CR,2026-06-25T04:21:15Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;llm-software,no,adjudicated,https://arxiv.org/abs/2606.26590
Lahjouji2026AgentsThatKnow,2606.26627,Agents That Know Too Much: A Data-Centric Survey of Privacy in LLM Agents,2026,cs.CR;cs.AI,2026-06-25T05:44:18Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2606.26627
Mondl2026AutoformalizationAgentInstructions,2606.26649,Autoformalization of Agent Instructions into Policy-as-Code,2026,cs.AI;cs.CR,2026-06-25T06:23:15Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.26649
Bogomolov2026TowardsEvaluationImplicit,2606.27406,Towards Evaluation of Implicit Software World Models in Coding LLMs,2026,cs.SE;cs.AI,2026-06-25T08:02:32Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.27406
Madatha2026DeterministicControlPlane,2606.26924,A Deterministic Control Plane for LLM Coding Agents,2026,cs.SE;cs.AI;cs.CR,2026-06-25T12:02:18Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.26924
Luca2026AreLlmsReady,2606.26927,Are LLMs Ready for Anti-Pattern Detection in Microservice Architectures?,2026,cs.SE,2026-06-25T12:03:24Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.26927
Shukla2026JailbreakingAverageJane,2606.26936,Jailbreaking for the Average Jane: Choosing Optimal Jailbreaks via Bandit Algorithms for Automatically Enhanced Queries,2026,cs.CR;cs.CL;cs.LG,2026-06-25T12:11:28Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.26936
Lin2026RunOrNotb3b326c,2606.26978,To Run or Not to Run: Analyzing the Cost-Effectiveness of Code Execution in LLM-Based Program Repair,2026,cs.SE,2026-06-25T12:49:59Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2606.26978
Lin2026HowMuchStaticb4f283e,2606.26979,How Much Static Structure Do Code Agents Need? A Study of Deterministic Anchoring,2026,cs.SE,2026-06-25T12:50:01Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2606.26979
Liu2026SharelockStealthyMulti,2606.27027,ShareLock: A Stealthy Multi-Tool Threshold Poisoning Attack Against MCP,2026,cs.CR;cs.AI,2026-06-25T13:35:28Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.27027
Cui2026AtgbuilderFeatureAssisted,2606.27080,ATGBuilder: Feature-Assisted Graph Learning for Activity Transition Graph Construction with Seed Supervision,2026,cs.SE,2026-06-25T14:19:36Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.27080
Fetterman2026InheritedCircuitsLearned,2606.27091,"Inherited Circuits, Learned Semantics: How Fine-Tuning Creates Evasion Vulnerabilities Invisible to Standard Evaluation",2026,cs.CR;cs.AI,2026-06-25T14:29:03Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.27091
Ismayilov2026ZqrVerifiableQr,2606.27092,zQR: A Verifiable QR-Driven zkSNARK Proof Verification Framework for Mobile Platforms,2026,cs.CR,2026-06-25T14:29:35Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.27092
Backfried2026ApplicationLlmsThreat,2606.27106,Application of LLMs to Threat Assessment of Foreign Peacekeeping Missions,2026,cs.CR;cs.AI,2026-06-25T14:43:42Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.27106
VallecillosRuiz2026SmallerModelsUnexpected,2606.27205,"Smaller Models, Unexpected Costs: Trade-offs in LLM Quantization for Automated Program Repair",2026,cs.SE,2026-06-25T16:02:05Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.27205
Philippov2026GliteArfVerifier,2606.27416,Glite ARF: Verifier-Driven Research with Parallel LLM Coding Agents,2026,cs.MA;cs.SE,2026-06-25T17:52:26Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.27416
Rippin2026ToolUseEnables,2606.28425,Tool Use Enables Undetectable Steganography in Multi-Agent LLM Systems,2026,cs.CR;cs.AI,2026-06-25T19:42:39Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.28425
Zhu2026WhenAggregatorCheats5e3f808,2606.27511,When the Aggregator Cheats: Data-Free Backdoors in Federated LLM-based QA Systems,2026,cs.CR,2026-06-25T19:53:37Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2606.27511
Pant2026InseparabilityInstructionsData,2606.27567,On the Inseparability of Instructions and Data in Shared-Embedding Sequence Models,2026,cs.CR;cs.AI;cs.LG,2026-06-25T21:52:29Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.27567
Asgari2026TestCaseSelection8474765,2606.27601,Test Case Selection for Deep Neural Networks: A Replication Study on LLMs for Code,2026,cs.SE,2026-06-25T23:25:53Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.27601
Ma2026BuildingTestCoding,2606.28430,"Building to the Test: Coding Agents Deliver What You Check, Not What You Requested",2026,cs.SE;cs.AI,2026-06-26T01:23:27Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.28430
Li2026LlmAssistedModel,2606.27665,LLM-Assisted Model-Based GUI Testing for Vue.js Web Applications,2026,cs.SE,2026-06-26T02:51:59Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.27665
Li2026TraceTrajectoryBased,2607.16242,TRACE: Trajectory-Based Safety Patch Learning for LLM Post-Training Realignment,2026,cs.LG;cs.AI;cs.CR,2026-06-26T03:29:59Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2607.16242
Yu2026BashcoderR1Towards23c36d5,2606.27733,BashCoder-R1: Towards Robust and Explainable Bash Code Generation with Robustness-Aware Group Relative Policy Optimization,2026,cs.SE,2026-06-26T05:29:08Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.27733
Wang2026ToeHierarchicalExplainable,2606.27736,ToE: A Hierarchical and Explainable Claim Verification Framework with Dynamic Multi-source Evidence Retrieval and Aggregation,2026,cs.AI;cs.CR,2026-06-26T05:35:27Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.27736
Song2026WhenAiReviews,2606.28438,When AI Reviews Its Own Code: Recursive Self-Training Collapse in Code LLMs,2026,cs.SE;cs.AI,2026-06-26T07:35:43Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.28438
Xu2026LlmAgentsSecurity,2606.28450,LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity,2026,cs.CR;cs.AI,2026-06-26T09:32:11Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.28450
Thees2026AgenticAiPowered,2606.27936,"Agentic AI-Powered Re-Identification: An Emerging, Scalable Threat to Mobility Microdata Privacy",2026,cs.CR;cs.AI;stat.AP,2026-06-26T10:27:52Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.27936
Sladic2026AdvancedshellmStatefulMulti,2606.27990,AdvancedShelLM: A Stateful Multi-Agent LLM Honeypot for SSH Deception,2026,cs.CR,2026-06-26T11:39:05Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.27990
Hu2026ToolprivacybenchBenchmarkingPurpose,2606.28061,ToolPrivacyBench: Benchmarking Purpose-Bound Privacy in Tool-Using LLM Agents,2026,cs.CR;cs.AI,2026-06-26T13:08:46Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.28061
Yin2026RobustHarmfulFeatures,2606.28153,Robust Harmful Features Under Jailbreak Attacks: Mechanistic Evidence from Attention Head Specialization in Large Language Models,2026,cs.CR;cs.AI,2026-06-26T14:51:16Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2606.28153
Ouedraogo2026HumanizingAutomaticallyGenerated,2606.28229,Humanizing Automatically Generated Unit Test Suites with LLM-Based Refactoring,2026,cs.SE,2026-06-26T16:18:56Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.28229
Chen2026TuaBenchBenchmark,2606.28480,TUA-Bench: A Benchmark for General-Purpose Terminal-Use Agents,2026,cs.SE;cs.AI,2026-06-26T17:59:51Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.28480
Aman2026EvaluatingLlmsJava,2606.28618,Evaluating LLMs on Java Code Snippet Adaptation Using a Mutation-Injection Framework,2026,cs.SE,2026-06-26T21:34:33Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.28618
Dorzhiev2026RipaSensoryVector,2606.28649,RIPA: Sensory-Vector Prompt Injection Attacks on LLM-Controlled ROS 2 Robots,2026,cs.CR;cs.AI;cs.RO,2026-06-26T23:31:59Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2606.28649
Kearns2026WhyTrustYour,2606.28666,Why Trust Your Agent? Empirical Security Gains from TRiSM-Guided Agentic Workflows in Healthcare,2026,cs.CR;cs.AI,2026-06-27T01:00:39Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.28666
Zuvic2026CapabilityGatesAre,2606.28679,Capability Gates Are Not Authorization: Confused-Deputy Failures in LLM Agent Frameworks,2026,cs.CR;cs.AI,2026-06-27T01:33:19Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.28679
Alenezi2026FromDeterminismDelegation,2606.28791,From Determinism to Delegation: AI-Native Software Engineering and the Evolution of the Agentic Engineer,2026,cs.SE,2026-06-27T07:43:43Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.28791
Raff2026CybersecurityIsTrue,2606.28929,Cybersecurity is the True Frontier for Generative AI Success or Failure,2026,cs.CR;cs.LG,2026-06-27T14:03:47Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.28929
Zheng2026FlipguardDefendingLarge,2606.28962,FlipGuard: Defending Large Language Models Against Quantization-Conditioned Backdoor Attacks,2026,cs.CR;cs.LG,2026-06-27T15:02:42Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.28962
Deng2026BeyondHerSafety,2606.28968,Beyond Her: Safety Dynamics in Role-play AI Companions,2026,cs.CR;cs.HC,2026-06-27T15:11:35Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.28968
Sivapiran2026RewardFreeCodecf6edbf,2606.28998,Reward-Free Code Alignment from Pretrained or Fine-Tuned LLM: Unpacking the Trade-offs for Code Generation,2026,cs.SE;cs.AI,2026-06-27T16:22:22Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2606.28998
Szalontai2026DiffBasedCode,2606.29088,Diff-Based Code Corruption using LLMs for Large-Scale Bugfix Benchmarking,2026,cs.SE;cs.AI,2026-06-27T21:04:06Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.29088
Mohan2026AgentSecurityMeets,2606.29142,Agent Security Meets Regulatory Reality -- A Practitioner Systematization of Autonomous-Agent Threats and Controls in Regulated Financial Systems,2026,cs.CY;cs.SE,2026-06-28T01:11:00Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2606.29142
Wang2026OasifEfficientObfuscation,2606.29155,OASIF: An Efficient Obfuscation-Aware Self-Improving Framework for LLM-Based Assembly Code Instruction Following and Comprehension,2026,cs.SE,2026-06-28T02:28:10Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.29155
Cai2026MultiDatasetBenchmark,2606.29193,A Multi-Dataset Benchmark for Evaluating LLM Agents in Microservice Failure Diagnosis,2026,cs.SE;cs.AI,2026-06-28T04:38:05Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2606.29193
Zheng2026BreakingRoundingTrap,2606.29239,Breaking the Rounding Trap: Securing LLMs against Quantization-Conditioned Backdoors,2026,cs.CR,2026-06-28T07:06:46Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.29239
Kwon2026ManufacturedConfidenceHow,2606.29279,Manufactured Confidence: How Memory Consolidation Turns Hearsay into Confident Facts,2026,cs.CR;cs.AI;cs.CL,2026-06-28T08:56:48Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.29279
Mitra2026ClosingActivationCone,2606.29441,Closing the Activation-Cone Blind Spot: Response-Time Probing and Unified Defense,2026,cs.CR;cs.AI;cs.CL;cs.ET;cs.LG,2026-06-28T15:05:12Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.29441
Santilli2026SakeSoftwareArchitectural,2606.29520,SAKE: Software Architectural Knowledge Evaluation Benchmark for Large Language Models,2026,cs.SE;cs.AI;cs.DB,2026-06-28T17:31:14Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.29520
Jathanna2026SurrogateshieldBeyondRedaction,2606.29567,"SurrogateShield: Beyond Redaction for High-Utility, Privacy-Preserving LLM Interactions",2026,cs.CR;cs.CL,2026-06-28T19:14:16Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2606.29567
Panda2026CitationDisciplineSpec,2606.30689,Citation Discipline in Spec-Driven Development: A Cross-Model Empirical Study of Output Determinism and Automated Hallucination Detection in LLM-Generated Code,2026,cs.SE;cs.AI,2026-06-28T19:38:55Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.30689
Uysal2026EmpiricalEvaluationPrompt,2606.29602,An Empirical Evaluation of Prompt Injection Vulnerabilities in Large Language Models Across Multilingual and Obfuscated Attack Scenarios,2026,cs.CR,2026-06-28T20:56:57Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.29602
Yu2026BashCommenterLeveragingea523f3,2606.29709,Bash-Commenter: Leveraging Syntax-Aware Preference Optimization to Reinforce Large Language Model for Bash Code Comment Generation,2026,cs.SE,2026-06-29T02:24:33Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2606.29709
Thota2026LumosSemanticOperating,2606.30697,LUMOS: A Semantic Operating-System Layer for Accessibility-Grounded AI Agents,2026,cs.OS;cs.AI;cs.CV,2026-06-29T03:19:40Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.30697
Su2026MicroagentContextAugmented,2606.29742,MicroAgent: Context-Augmented Multi-Agent Framework for Automatic Microservice Decomposition,2026,cs.SE,2026-06-29T03:36:00Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.29742
Zhu2026Spreadsheetbench2Evaluating,2606.29955,SpreadsheetBench 2: Evaluating Agents on End-to-End Business Spreadsheet Workflows,2026,cs.SE;cs.AI,2026-06-29T08:33:52Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.29955
Wu2026SweTogetherEvaluating,2606.29957,SWE-Together: Evaluating Coding Agents in Interactive User Sessions,2026,cs.SE;cs.AI,2026-06-29T08:35:15Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.29957
Fayolle2026InternetNobodyKnows,2606.30119,"On the Internet, Nobody Knows You're an LLM Bot: Unmasking Web Agents with Multi-Layer Fingerprinting",2026,cs.CR,2026-06-29T10:51:13Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.30119
Ulurmak2026EvalsafetygapHybridSurvey,2606.30219,EvalSafetyGap: A Hybrid Survey and Conceptual Framework for LLM Evaluation-Safety Failures,2026,cs.AI;cs.CL;cs.LG;cs.SE,2026-06-29T12:33:06Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2606.30219
Rodrigues2026McpServerArchitecture,2606.30317,MCP Server Architecture Patterns for LLM-Integrated Applications,2026,cs.SE;cs.AI,2026-06-29T13:59:41Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.30317
Frydman2026CohortCollaborativeOrchestration,2606.30479,COHORT: Collaborative Orchestration for Hardening via Offensive Replay on Emulated Topologies,2026,cs.NI;cs.AI;cs.CR;cs.MA,2026-06-29T15:39:05Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.30479
Huang2026AtmCidBrokered,2607.00041,ATM: CID-Brokered Pre-Write Admission for Multi-Agent Code Co-Synthesis,2026,cs.SE;cs.AI,2026-06-29T16:02:38Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2607.00041
Saleh2026IllusionAgenticComplexity,2606.30524,The Illusion of Agentic Complexity in README.md Generation: Evaluating Single-Agent vs. Multi-Agent RAG Systems,2026,cs.SE,2026-06-29T16:29:31Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.30524
Leong2026ForensicTrajectorySignatures,2606.30566,Forensic Trajectory Signatures for Agent Memory Poisoning Detection,2026,cs.CR;cs.LG,2026-06-29T17:09:03Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2606.30566
Shahriar2026WordsSpeakLouder,2606.30587,Words Speak Louder Than Code: Investigating Cognitive Heuristics in LLM-Based Code Vulnerability Detection,2026,cs.CR;cs.AI,2026-06-29T17:31:10Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.30587
Li2026MesaPrioritizingVulnerable,2606.30602,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,2026,cs.CR;cs.AI,2026-06-29T17:40:45Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2606.30602
Li2026PymetaBenchmarkDataset,2606.30610,PyMETA: A Benchmark Dataset for Hierarchical Student Code Error Classification with Python-Interpreter-Based Labels,2026,cs.SE,2026-06-29T17:45:36Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2606.30610
Niu2026UnderstandingEvaluatingClaw,2606.30755,Understanding and Evaluating Claw-like Agent Security Through a Computer-Systems Lens,2026,cs.CR;cs.AI,2026-06-29T18:00:45Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.30755
Hermon2026SecurityFidelityTradeoffs,2606.30783,Security--Fidelity Tradeoffs: The Hidden Cost of Prompt Injection Defense,2026,cs.CR;cs.AI,2026-06-29T18:11:17Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.30783
Tran2026TowardsKnowledgeAlignment,2606.30810,Towards Knowledge Alignment in Code LLMs: Contrastive Unlearning for Evolving APIs,2026,cs.SE,2026-06-29T18:34:55Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.30810
Pianese2026AiGeneratedPowershell,2606.30819,AI-Generated PowerShell Malware: An Experimental Framework and Dataset,2026,cs.CR;cs.AI,2026-06-29T18:46:21Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2606.30819
Sooben2026TaxonomySingleTurn,2607.00043,A Taxonomy of Single-Turn Textual Prompt Patterns,2026,cs.SE,2026-06-29T18:54:23Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2607.00043
Raftari2026CurvatureGuidedModule,2606.30899,Curvature-Guided Module Localization for Low-Rank Detoxification of Backdoored Large Language Models,2026,cs.CR;cs.AI,2026-06-29T20:40:21Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2606.30899
Awad2026Loc2RepairFrameworkEvaluating,2606.30963,Loc2Repair: A Framework for Evaluating the Impact of File-Level Issue Localization in Repo-Level LLM Repair,2026,cs.SE;cs.AI,2026-06-29T22:44:23Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.30963
Vilar2026ComparingLargeLanguage,2607.00048,"Comparing Large Language Models on Scrum Certification-Style Questions: Accuracy, Stability, and Error Patterns",2026,cs.SE;cs.AI,2026-06-29T23:37:56Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2607.00048
Perkusich2026PromptingGpt5,2607.00049,Prompting GPT-5 on Scrum Certification Questions: An Empirical Accuracy Study,2026,cs.SE;cs.AI,2026-06-29T23:55:14Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2607.00049
Zhou2026CertifiedSpeculativeExecution,2606.31023,Certified Speculative Execution for Untrusted AI Agents,2026,cs.CR;cs.LG,2026-06-30T01:45:56Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.31023
Son2026SweRouterRouting,2607.00053,SWE-Router: Routing in Multi-turn Agentic Software Engineering Tasks,2026,cs.SE;cs.AI,2026-06-30T01:46:26Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2607.00053
Oderinwale2026PartiallyOrderingSoftware,2606.31032,Partially ordering software licenses,2026,cs.SE;cs.CY,2026-06-30T02:03:21Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.31032
Siddiq2026EmpiricalStudySecurity,2606.31159,An Empirical Study of Security Calibration in Large Language Models for Code,2026,cs.SE;cs.CR;cs.LG,2026-06-30T05:37:39Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.31159
Li2026FeatxEditingSoftware,2606.31206,FeatX: Editing Software by Editing Features for Repository-Level Code Evolution,2026,cs.SE,2026-06-30T06:38:56Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.31206
Capano2026ProbingMemorizationTabular,2606.31208,Probing Memorization of Tabular In-Context Learning,2026,cs.LG;cs.CR,2026-06-30T06:40:36Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2606.31208
Yang2026SecuringAiAgent,2606.31227,Securing the AI Agent: A Unified Framework for Multi-Layer Agent Red Teaming,2026,cs.CR,2026-06-30T07:06:56Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.31227
Li2026CsoLlmClass,2606.31309,CSO-LLM: Class Subspace Orthogonalization for Post-Training Backdoor Detection and Trigger Inversion in LLMs,2026,cs.CR;cs.AI;cs.LG,2026-06-30T08:19:00Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2606.31309
